   Elapsed time	 RESP, 	PLETH, 	    V, 	  AVR, 	   II, 
        184.472	  0.431	  0.398	  0.506	  0.575	  0.335
        184.480	  0.436	  0.398	  0.516	  0.571	  0.329
        184.488	  0.442	  0.398	  0.520	  0.575	  0.320
        184.496	  0.447	  0.399	  0.535	  0.584	  0.314
        184.504	  0.452	  0.401	  0.529	  0.580	  0.310
        184.512	  0.456	  0.404	  0.539	  0.575	  0.310
        184.520	  0.461	  0.406	  0.551	  0.571	  0.329
        184.528	  0.468	  0.408	  0.571	  0.555	  0.355
        184.536	  0.475	  0.413	  0.596	  0.545	  0.359
        184.544	  0.482	  0.420	  0.606	  0.551	  0.355
        184.552	  0.490	  0.434	  0.596	  0.551	  0.345
        184.560	  0.498	  0.452	  0.575	  0.565	  0.324
        184.568	  0.505	  0.473	  0.535	  0.571	  0.310
        184.576	  0.512	  0.495	  0.525	  0.565	  0.314
        184.584	  0.520	  0.515	  0.500	  0.565	  0.335
        184.592	  0.531	  0.533	  0.490	  0.555	  0.339
        184.600	  0.541	  0.546	  0.494	  0.561	  0.335
        184.608	  0.552	  0.559	  0.500	  0.571	  0.324
        184.616	  0.564	  0.569	  0.520	  0.575	  0.310
        184.624	  0.575	  0.576	  0.516	  0.580	  0.310
        184.632	  0.587	  0.579	  0.510	  0.571	  0.329
        184.640	  0.596	  0.580	  0.510	  0.575	  0.320
        184.648	  0.606	  0.581	  0.510	  0.571	  0.324
        184.656	  0.618	  0.581	  0.565	  0.580	  0.300
        184.664	  0.630	  0.579	  0.620	  0.584	  0.284
        184.672	  0.641	  0.577	  0.429	  0.255	  0.890
        184.680	  0.654	  0.574	 -0.137	 -0.288	  1.504
        184.688	  0.667	  0.569	 -0.502	 -0.427	  1.504
        184.696	  0.678	  0.563	 -0.141	  0.220	  1.147
        184.704	  0.691	  0.555	  0.320	  0.575	  0.410
        184.712	  0.703	  0.545	  0.480	  0.606	  0.314
        184.720	  0.714	  0.534	  0.500	  0.565	  0.339
        184.728	  0.724	  0.521	  0.520	  0.571	  0.324
        184.736	  0.734	  0.508	  0.529	  0.571	  0.324
        184.744	  0.744	  0.498	  0.539	  0.565	  0.314
        184.752	  0.755	  0.488	  0.545	  0.571	  0.310
        184.760	  0.765	  0.481	  0.545	  0.571	  0.324
        184.768	  0.776	  0.474	  0.520	  0.555	  0.335
        184.776	  0.788	  0.467	  0.516	  0.545	  0.345
        184.784	  0.798	  0.459	  0.516	  0.551	  0.355
        184.792	  0.808	  0.455	  0.516	  0.545	  0.359
        184.800	  0.818	  0.451	  0.510	  0.535	  0.371
        184.808	  0.827	  0.449	  0.506	  0.520	  0.390
        184.816	  0.838	  0.447	  0.490	  0.516	  0.400
        184.824	  0.849	  0.445	  0.494	  0.510	  0.416
        184.832	  0.861	  0.442	  0.500	  0.490	  0.445
        184.840	  0.873	  0.438	  0.490	  0.475	  0.471
        184.848	  0.886	  0.434	  0.471	  0.445	  0.506
        184.856	  0.899	  0.429	  0.449	  0.425	  0.539
        184.864	  0.912	  0.425	  0.465	  0.394	  0.584
        184.872	  0.926	  0.421	  0.461	  0.359	  0.645
        184.880	  0.938	  0.419	  0.461	  0.329	  0.696
        184.888	  0.951	  0.416	  0.455	  0.290	  0.751
        184.896	  0.963	  0.414	  0.449	  0.275	  0.790
        184.904	  0.975	  0.413	  0.455	  0.259	  0.800
        184.912	  0.986	  0.409	  0.461	  0.255	  0.806
        184.920	  0.999	  0.406	  0.449	  0.255	  0.796
        184.928	  1.000	  0.403	  0.465	  0.278	  0.761
        184.936	  1.000	  0.400	  0.461	  0.324	  0.706
        184.944	  1.000	  0.398	  0.471	  0.359	  0.651
        184.952	  1.000	  0.397	  0.475	  0.410	  0.580
        184.960	  1.000	  0.395	  0.490	  0.455	  0.506
        184.968	  1.000	  0.394	  0.490	  0.490	  0.449
        184.976	  1.000	  0.394	  0.506	  0.525	  0.390
        184.984	  1.000	  0.393	  0.516	  0.551	  0.355
        184.992	  1.000	  0.394	  0.520	  0.571	  0.329
        185.000	  1.000	  0.394	  0.529	  0.575	  0.310
        185.008	  1.000	  0.395	  0.539	  0.571	  0.310
        185.016	  1.000	  0.396	  0.535	  0.575	  0.310
        185.024	  1.000	  0.398	  0.535	  0.575	  0.304
        185.032	  1.000	  0.400	  0.529	  0.571	  0.310
        185.040	  1.000	  0.401	  0.529	  0.571	  0.314
        185.048	  1.000	  0.401	  0.535	  0.565	  0.329
        185.056	  1.000	  0.400	  0.535	  0.571	  0.335
        185.064	  1.000	  0.400	  0.539	  0.551	  0.349
        185.072	  1.000	  0.400	  0.535	  0.555	  0.345
        185.080	  1.000	  0.399	  0.545	  0.545	  0.355
        185.088	  1.000	  0.399	  0.529	  0.545	  0.359
        185.096	  1.000	  0.398	  0.529	  0.545	  0.365
        185.104	  1.000	  0.397	  0.529	  0.545	  0.371
        185.112	  1.000	  0.395	  0.535	  0.545	  0.359
        185.120	  1.000	  0.393	  0.529	  0.545	  0.355
        185.128	  1.000	  0.391	  0.535	  0.555	  0.355
        185.136	  1.000	  0.389	  0.539	  0.555	  0.349
        185.144	  1.000	  0.389	  0.545	  0.561	  0.345
        185.152	  1.000	  0.387	  0.545	  0.565	  0.339
        185.160	  1.000	  0.387	  0.555	  0.561	  0.335
        185.168	  1.000	  0.388	  0.561	  0.571	  0.324
        185.176	  1.000	  0.390	  0.571	  0.571	  0.324
        185.184	  1.000	  0.393	  0.590	  0.565	  0.335
        185.192	  1.000	  0.397	  0.620	  0.561	  0.345
        185.200	  1.000	  0.401	  0.641	  0.561	  0.339
        185.208	  1.000	  0.409	  0.661	  0.565	  0.329
        185.216	  1.000	  0.421	  0.645	  0.565	  0.320
        185.224	  1.000	  0.438	  0.610	  0.580	  0.290
        185.232	  1.000	  0.457	  0.575	  0.584	  0.284
        185.240	  1.000	  0.478	  0.571	  0.584	  0.284
        185.248	  1.000	  0.499	  0.555	  0.580	  0.294
        185.256	  1.000	  0.518	  0.551	  0.575	  0.310
        185.264	  1.000	  0.535	  0.561	  0.575	  0.310
        185.272	  1.000	  0.549	  0.565	  0.571	  0.314
        185.280	  1.000	  0.560	  0.575	  0.580	  0.310
        185.288	  1.000	  0.567	  0.571	  0.580	  0.310
        185.296	  1.000	  0.570	  0.565	  0.571	  0.320
        185.304	  1.000	  0.572	  0.561	  0.571	  0.335
        185.312	  1.000	  0.572	  0.565	  0.561	  0.345
        185.320	  1.000	  0.570	  0.651	  0.571	  0.310
        185.328	  1.000	  0.568	  0.661	  0.455	  0.510
        185.336	  1.000	  0.565	  0.329	  0.075	  1.222
        185.344	  1.000	  0.560	 -0.318	 -0.418	  1.504
        185.352	  1.000	  0.553	 -0.492	 -0.227	  1.504
        185.360	  1.000	  0.544	  0.053	  0.355	  0.867
        185.368	  1.000	  0.534	  0.425	  0.571	  0.380
        185.376	  1.000	  0.521	  0.516	  0.539	  0.371
        185.384	  1.000	  0.509	  0.525	  0.520	  0.404
        185.392	  1.000	  0.500	  0.545	  0.520	  0.390
        185.400	  1.000	  0.492	  0.555	  0.520	  0.384
        185.408	  1.000	  0.486	  0.561	  0.525	  0.371
        185.416	  1.000	  0.479	  0.565	  0.529	  0.365
        185.424	  1.000	  0.473	  0.551	  0.529	  0.375
        185.432	  1.000	  0.469	  0.525	  0.520	  0.380
        185.440	  1.000	  0.466	  0.520	  0.516	  0.400
        185.448	  1.000	  0.462	  0.520	  0.506	  0.410
        185.456	  1.000	  0.460	  0.520	  0.506	  0.416
        185.464	  1.000	  0.457	  0.525	  0.494	  0.425
        185.472	  1.000	  0.455	  0.500	  0.494	  0.439
        185.480	  1.000	  0.450	  0.494	  0.484	  0.449
        185.488	  1.000	  0.446	  0.490	  0.480	  0.461
        185.496	  1.000	  0.442	  0.490	  0.471	  0.475
        185.504	  1.000	  0.438	  0.484	  0.449	  0.506
        185.512	  1.000	  0.435	  0.480	  0.429	  0.539
        185.520	  1.000	  0.432	  0.475	  0.404	  0.580
        185.528	  1.000	  0.429	  0.471	  0.375	  0.625
        185.536	  1.000	  0.427	  0.461	  0.345	  0.676
        185.544	  1.000	  0.424	  0.449	  0.310	  0.731
        185.552	  1.000	  0.421	  0.449	  0.278	  0.776
        185.560	  1.000	  0.416	  0.449	  0.259	  0.806
        185.568	  1.000	  0.412	  0.449	  0.245	  0.826
        185.576	  1.000	  0.408	  0.449	  0.239	  0.826
        185.584	  1.000	  0.404	  0.449	  0.255	  0.812
        185.592	  1.000	  0.401	  0.461	  0.278	  0.776
        185.600	  1.000	  0.399	  0.455	  0.314	  0.722
        185.608	  1.000	  0.398	  0.461	  0.355	  0.655
        185.616	  0.992	  0.396	  0.465	  0.394	  0.590
        185.624	  0.984	  0.395	  0.471	  0.445	  0.525
        185.632	  0.967	  0.393	  0.475	  0.480	  0.465
        185.640	  0.948	  0.391	  0.480	  0.510	  0.420
        185.648	  0.928	  0.389	  0.490	  0.535	  0.380
        185.656	  0.908	  0.388	  0.500	  0.545	  0.355
        185.664	  0.886	  0.387	  0.510	  0.555	  0.339
        185.672	  0.864	  0.387	  0.510	  0.565	  0.335
        185.680	  0.844	  0.386	  0.520	  0.565	  0.329
        185.688	  0.823	  0.388	  0.510	  0.565	  0.335
        185.696	  0.804	  0.388	  0.510	  0.561	  0.339
        185.704	  0.785	  0.389	  0.506	  0.555	  0.349
        185.712	  0.763	  0.389	  0.510	  0.561	  0.345
        185.720	  0.742	  0.389	  0.506	  0.545	  0.355
        185.728	  0.719	  0.389	  0.516	  0.545	  0.355
        185.736	  0.696	  0.389	  0.510	  0.545	  0.365
        185.744	  0.674	  0.389	  0.516	  0.539	  0.371
        185.752	  0.653	  0.388	  0.516	  0.539	  0.375
        185.760	  0.631	  0.387	  0.516	  0.539	  0.375
        185.768	  0.611	  0.385	  0.500	  0.545	  0.375
        185.776	  0.588	  0.383	  0.500	  0.535	  0.380
        185.784	  0.566	  0.380	  0.500	  0.545	  0.365
        185.792	  0.543	  0.378	  0.500	  0.545	  0.365
        185.800	  0.518	  0.377	  0.500	  0.545	  0.365
        185.808	  0.494	  0.374	  0.500	  0.545	  0.359
        185.816	  0.469	  0.373	  0.506	  0.551	  0.359
        185.824	  0.445	  0.374	  0.500	  0.551	  0.355
        185.832	  0.420	  0.376	  0.500	  0.551	  0.355
        185.840	  0.399	  0.379	  0.506	  0.551	  0.355
        185.848	  0.378	  0.385	  0.525	  0.539	  0.371
        185.856	  0.360	  0.396	  0.539	  0.525	  0.394
        185.864	  0.341	  0.409	  0.561	  0.525	  0.400
        185.872	  0.326	  0.426	  0.565	  0.520	  0.394
        185.880	  0.310	  0.447	  0.551	  0.525	  0.380
        185.888	  0.296	  0.467	  0.520	  0.539	  0.355
        185.896	  0.283	  0.486	  0.494	  0.555	  0.335
        185.904	  0.272	  0.505	  0.475	  0.551	  0.339
        185.912	  0.261	  0.524	  0.449	  0.555	  0.355
        185.920	  0.253	  0.541	  0.445	  0.539	  0.375
        185.928	  0.244	  0.555	  0.449	  0.539	  0.371
        185.936	  0.239	  0.566	  0.455	  0.545	  0.365
        185.944	  0.234	  0.572	  0.475	  0.565	  0.345
        185.952	  0.231	  0.576	  0.475	  0.565	  0.339
        185.960	  0.229	  0.577	  0.475	  0.565	  0.345
        185.968	  0.227	  0.576	  0.475	  0.561	  0.355
        185.976	  0.226	  0.574	  0.480	  0.555	  0.349
        185.984	  0.225	  0.571	  0.565	  0.580	  0.294
        185.992	  0.225	  0.569	  0.596	  0.510	  0.416
        186.000	  0.225	  0.566	  0.284	  0.169	  1.047
        186.008	  0.226	  0.563	 -0.402	 -0.353	  1.504
        186.016	  0.227	  0.557	 -0.502	 -0.418	  1.504
        186.024	  0.228	  0.551	 -0.167	  0.294	  0.976
        186.032	  0.228	  0.544	  0.265	  0.529	  0.455
        186.040	  0.229	  0.536	  0.390	  0.535	  0.420
        186.048	  0.230	  0.526	  0.445	  0.520	  0.410
        186.056	  0.230	  0.514	  0.480	  0.529	  0.375
        186.064	  0.231	  0.502	  0.500	  0.539	  0.355
        186.072	  0.231	  0.493	  0.510	  0.551	  0.335
        186.080	  0.232	  0.485	  0.520	  0.545	  0.335
        186.088	  0.233	  0.478	  0.506	  0.545	  0.355
        186.096	  0.233	  0.474	  0.500	  0.539	  0.359
        186.104	  0.234	  0.471	  0.490	  0.529	  0.375
        186.112	  0.236	  0.469	  0.500	  0.520	  0.384
        186.120	  0.237	  0.468	  0.506	  0.516	  0.394
        186.128	  0.239	  0.468	  0.516	  0.510	  0.404
        186.136	  0.240	  0.468	  0.500	  0.510	  0.410
        186.144	  0.243	  0.467	  0.500	  0.494	  0.429
        186.152	  0.246	  0.465	  0.490	  0.484	  0.449
        186.160	  0.249	  0.462	  0.494	  0.475	  0.465
        186.168	  0.251	  0.459	  0.490	  0.461	  0.490
        186.176	  0.254	  0.457	  0.490	  0.435	  0.525
        186.184	  0.257	  0.455	  0.484	  0.410	  0.561
        186.192	  0.260	  0.452	  0.490	  0.384	  0.600
        186.200	  0.263	  0.450	  0.490	  0.359	  0.641
        186.208	  0.267	  0.446	  0.484	  0.329	  0.690
        186.216	  0.270	  0.443	  0.494	  0.304	  0.725
        186.224	  0.273	  0.439	  0.490	  0.284	  0.751
        186.232	  0.277	  0.436	  0.494	  0.275	  0.776
        186.240	  0.280	  0.432	  0.500	  0.269	  0.780
        186.248	  0.283	  0.428	  0.506	  0.278	  0.755
        186.256	  0.285	  0.424	  0.500	  0.294	  0.735
        186.264	  0.288	  0.420	  0.494	  0.329	  0.690
        186.272	  0.290	  0.417	  0.480	  0.359	  0.641
        186.280	  0.293	  0.414	  0.480	  0.404	  0.580
        186.288	  0.295	  0.412	  0.475	  0.435	  0.525
        186.296	  0.297	  0.409	  0.480	  0.471	  0.480
        186.304	  0.299	  0.407	  0.475	  0.500	  0.429
        186.312	  0.300	  0.404	  0.490	  0.520	  0.400
        186.320	  0.301	  0.402	  0.494	  0.545	  0.375
        186.328	  0.303	  0.401	  0.506	  0.545	  0.365
        186.336	  0.303	  0.401	  0.500	  0.551	  0.355
        186.344	  0.304	  0.401	  0.510	  0.555	  0.349
        186.352	  0.303	  0.400	  0.506	  0.555	  0.355
        186.360	  0.302	  0.400	  0.516	  0.555	  0.349
        186.368	  0.299	  0.400	  0.510	  0.551	  0.355
        186.376	  0.297	  0.400	  0.516	  0.545	  0.371
        186.384	  0.293	  0.401	  0.510	  0.545	  0.371
        186.392	  0.290	  0.401	  0.516	  0.539	  0.380
        186.400	  0.286	  0.402	  0.510	  0.539	  0.375
        186.408	  0.283	  0.402	  0.520	  0.545	  0.371
        186.416	  0.278	  0.402	  0.516	  0.539	  0.380
        186.424	  0.272	  0.402	  0.516	  0.539	  0.380
        186.432	  0.264	  0.401	  0.520	  0.539	  0.380
        186.440	  0.257	  0.400	  0.516	  0.545	  0.375
        186.448	  0.248	  0.399	  0.520	  0.545	  0.371
        186.456	  0.239	  0.399	  0.510	  0.545	  0.365
        186.464	  0.231	  0.399	  0.516	  0.551	  0.355
        186.472	  0.221	  0.400	  0.520	  0.555	  0.355
        186.480	  0.212	  0.401	  0.520	  0.551	  0.349
        186.488	  0.203	  0.401	  0.520	  0.555	  0.355
        186.496	  0.195	  0.402	  0.520	  0.565	  0.339
        186.504	  0.187	  0.405	  0.520	  0.545	  0.365
        186.512	  0.179	  0.413	  0.545	  0.535	  0.384
        186.520	  0.171	  0.423	  0.565	  0.529	  0.400
        186.528	  0.163	  0.440	  0.575	  0.520	  0.394
        186.536	  0.156	  0.460	  0.580	  0.529	  0.380
        186.544	  0.151	  0.483	  0.545	  0.535	  0.365
        186.552	  0.146	  0.505	  0.520	  0.545	  0.345
        186.560	  0.142	  0.528	  0.500	  0.545	  0.349
        186.568	  0.138	  0.547	  0.475	  0.545	  0.355
        186.576	  0.135	  0.565	  0.471	  0.545	  0.371
        186.584	  0.132	  0.578	  0.461	  0.539	  0.375
        186.592	  0.130	  0.587	  0.475	  0.539	  0.365
        186.600	  0.128	  0.592	  0.484	  0.555	  0.349
        186.608	  0.126	  0.596	  0.494	  0.565	  0.339
        186.616	  0.124	  0.599	  0.500	  0.561	  0.349
        186.624	  0.123	  0.600	  0.500	  0.561	  0.355
        186.632	  0.121	  0.599	  0.494	  0.551	  0.359
        186.640	  0.121	  0.597	  0.516	  0.545	  0.365
        186.648	  0.120	  0.593	  0.616	  0.565	  0.320
        186.656	  0.120	  0.588	  0.525	  0.390	  0.641
        186.664	  0.120	  0.584	  0.053	 -0.086	  1.504
        186.672	  0.119	  0.576	 -0.502	 -0.408	  1.504
        186.680	  0.118	  0.569	 -0.469	  0.004	  1.504
        186.688	  0.116	  0.560	  0.098	  0.480	  0.590
        186.696	  0.114	  0.552	  0.365	  0.545	  0.416
        186.704	  0.112	  0.543	  0.429	  0.520	  0.425
        186.712	  0.110	  0.531	  0.471	  0.516	  0.410
        186.720	  0.109	  0.519	  0.490	  0.516	  0.400
        186.728	  0.106	  0.508	  0.506	  0.525	  0.375
        186.736	  0.104	  0.499	  0.520	  0.535	  0.375
        186.744	  0.101	  0.492	  0.516	  0.525	  0.380
        186.752	  0.098	  0.485	  0.500	  0.510	  0.404
        186.760	  0.095	  0.480	  0.500	  0.506	  0.416
        186.768	  0.092	  0.477	  0.494	  0.506	  0.410
        186.776	  0.090	  0.475	  0.500	  0.500	  0.425
        186.784	  0.088	  0.473	  0.500	  0.494	  0.445
        186.792	  0.087	  0.471	  0.500	  0.490	  0.449
        186.800	  0.086	  0.469	  0.506	  0.494	  0.449
        186.808	  0.085	  0.469	  0.494	  0.475	  0.471
        186.816	  0.084	  0.468	  0.500	  0.465	  0.484
        186.824	  0.083	  0.470	  0.500	  0.449	  0.506
        186.832	  0.084	  0.474	  0.506	  0.439	  0.525
        186.840	  0.084	  0.474	  0.510	  0.420	  0.551
        186.848	  0.086	  0.472	  0.506	  0.400	  0.590
        186.856	  0.087	  0.468	  0.506	  0.375	  0.625
        186.864	  0.090	  0.463	  0.500	  0.345	  0.665
        186.872	  0.092	  0.458	  0.500	  0.314	  0.706
        186.880	  0.095	  0.454	  0.500	  0.300	  0.735
        186.888	  0.098	  0.449	  0.494	  0.284	  0.761
        186.896	  0.101	  0.445	  0.500	  0.275	  0.771
        186.904	  0.105	  0.442	  0.490	  0.278	  0.776
        186.912	  0.108	  0.438	  0.490	  0.284	  0.751
        186.920	  0.111	  0.435	  0.484	  0.314	  0.716
        186.928	  0.115	  0.433	  0.480	  0.349	  0.665
        186.936	  0.120	  0.430	  0.475	  0.390	  0.610
        186.944	  0.124	  0.426	  0.475	  0.429	  0.551
        186.952	  0.129	  0.423	  0.471	  0.475	  0.480
        186.960	  0.133	  0.421	  0.475	  0.500	  0.435
        186.968	  0.137	  0.419	  0.484	  0.520	  0.400
        186.976	  0.140	  0.418	  0.500	  0.539	  0.375
        186.984	  0.144	  0.418	  0.500	  0.561	  0.355
        186.992	  0.147	  0.419	  0.510	  0.555	  0.345
        187.000	  0.150	  0.418	  0.520	  0.565	  0.339
        187.008	  0.152	  0.418	  0.520	  0.561	  0.349
        187.016	  0.154	  0.418	  0.516	  0.565	  0.349
        187.024	  0.156	  0.418	  0.510	  0.571	  0.345
        187.032	  0.158	  0.418	  0.506	  0.555	  0.349
        187.040	  0.160	  0.418	  0.494	  0.555	  0.349
        187.048	  0.163	  0.419	  0.490	  0.555	  0.355
        187.056	  0.165	  0.419	  0.490	  0.545	  0.365
        187.064	  0.167	  0.419	  0.484	  0.545	  0.355
        187.072	  0.170	  0.418	  0.480	  0.551	  0.359
        187.080	  0.173	  0.417	  0.490	  0.545	  0.355
        187.088	  0.176	  0.415	  0.484	  0.551	  0.355
        187.096	  0.178	  0.414	  0.490	  0.555	  0.349
        187.104	  0.181	  0.413	  0.484	  0.561	  0.355
        187.112	  0.184	  0.410	  0.490	  0.555	  0.349
        187.120	  0.187	  0.408	  0.484	  0.565	  0.335
        187.128	  0.190	  0.405	  0.484	  0.571	  0.329
        187.136	  0.194	  0.402	  0.484	  0.571	  0.324
        187.144	  0.196	  0.400	  0.494	  0.571	  0.320
        187.152	  0.200	  0.400	  0.484	  0.571	  0.314
        187.160	  0.205	  0.402	  0.506	  0.561	  0.335
        187.168	  0.211	  0.407	  0.525	  0.555	  0.345
        187.176	  0.217	  0.415	  0.545	  0.545	  0.355
        187.184	  0.223	  0.424	  0.551	  0.545	  0.349
        187.192	  0.229	  0.436	  0.545	  0.545	  0.349
        187.200	  0.236	  0.454	  0.525	  0.555	  0.329
        187.208	  0.242	  0.473	  0.484	  0.571	  0.310
        187.216	  0.250	  0.494	  0.465	  0.571	  0.310
        187.224	  0.259	  0.514	  0.449	  0.571	  0.314
        187.232	  0.269	  0.533	  0.439	  0.565	  0.335
        187.240	  0.279	  0.551	  0.435	  0.571	  0.329
        187.248	  0.291	  0.567	  0.449	  0.571	  0.320
        187.256	  0.303	  0.579	  0.455	  0.571	  0.329
        187.264	  0.317	  0.587	  0.465	  0.580	  0.310
        187.272	  0.330	  0.591	  0.465	  0.584	  0.300
        187.280	  0.342	  0.593	  0.471	  0.580	  0.310
        187.288	  0.355	  0.593	  0.449	  0.575	  0.320
        187.296	  0.367	  0.590	  0.506	  0.590	  0.300
        187.304	  0.377	  0.587	  0.565	  0.561	  0.274
        187.312	  0.390	  0.585	  0.420	  0.320	  0.767
        187.320	  0.403	  0.582	 -0.127	 -0.227	  1.504
        187.328	  0.415	  0.578	 -0.502	 -0.402	  1.504
        187.336	  0.428	  0.573	 -0.267	  0.149	  1.267
        187.344	  0.440	  0.565	  0.255	  0.565	  0.429
        187.352	  0.452	  0.555	  0.420	  0.610	  0.310
        187.360	  0.461	  0.544	  0.449	  0.561	  0.345
        187.368	  0.471	  0.531	  0.471	  0.555	  0.329
        187.376	  0.481	  0.518	  0.484	  0.565	  0.329
        187.384	  0.492	  0.509	  0.494	  0.561	  0.314
        187.392	  0.501	  0.502	  0.500	  0.571	  0.310
        187.400	  0.512	  0.497	  0.494	  0.561	  0.320
        187.408	  0.523	  0.491	  0.484	  0.555	  0.329
        187.416	  0.535	  0.486	  0.475	  0.555	  0.335
        187.424	  0.545	  0.483	  0.475	  0.545	  0.339
        187.432	  0.556	  0.482	  0.475	  0.539	  0.355
        187.440	  0.566	  0.479	  0.484	  0.535	  0.359
        187.448	  0.576	  0.477	  0.475	  0.525	  0.375
        187.456	  0.586	  0.475	  0.471	  0.520	  0.390
        187.464	  0.595	  0.472	  0.475	  0.510	  0.404
        187.472	  0.605	  0.468	  0.465	  0.500	  0.425
        187.480	  0.616	  0.465	  0.465	  0.490	  0.449
        187.488	  0.627	  0.461	  0.461	  0.475	  0.471
        187.496	  0.637	  0.459	  0.465	  0.445	  0.510
        187.504	  0.647	  0.457	  0.449	  0.410	  0.565
        187.512	  0.658	  0.455	  0.435	  0.371	  0.625
        187.520	  0.667	  0.452	  0.425	  0.349	  0.665
        187.528	  0.676	  0.447	  0.429	  0.324	  0.710
        187.536	  0.687	  0.443	  0.425	  0.300	  0.751
        187.544	  0.699	  0.437	  0.425	  0.284	  0.767
        187.552	  0.711	  0.432	  0.425	  0.275	  0.771
        187.560	  0.723	  0.427	  0.429	  0.284	  0.761
        187.568	  0.736	  0.422	  0.435	  0.310	  0.725
        187.576	  0.750	  0.419	  0.439	  0.335	  0.690
        187.584	  0.762	  0.418	  0.439	  0.375	  0.625
        187.592	  0.776	  0.417	  0.449	  0.416	  0.565
        187.600	  0.789	  0.416	  0.461	  0.471	  0.490
        187.608	  0.802	  0.415	  0.475	  0.516	  0.416
        187.616	  0.814	  0.414	  0.484	  0.545	  0.365
        187.624	  0.826	  0.415	  0.500	  0.561	  0.335
        187.632	  0.839	  0.416	  0.506	  0.580	  0.304
        187.640	  0.851	  0.418	  0.506	  0.590	  0.290
        187.648	  0.864	  0.418	  0.510	  0.584	  0.290
        187.656	  0.878	  0.417	  0.506	  0.590	  0.294
        187.664	  0.890	  0.416	  0.506	  0.600	  0.278
        187.672	  0.902	  0.415	  0.500	  0.590	  0.284
        187.680	  0.914	  0.414	  0.506	  0.590	  0.294
        187.688	  0.925	  0.413	  0.500	  0.584	  0.294
        187.696	  0.935	  0.413	  0.510	  0.575	  0.314
        187.704	  0.946	  0.413	  0.475	  0.565	  0.329
        187.712	  0.956	  0.413	  0.471	  0.571	  0.335
        187.720	  0.966	  0.413	  0.484	  0.561	  0.335
        187.728	  0.975	  0.414	  0.500	  0.555	  0.345
        187.736	  0.982	  0.416	  0.506	  0.565	  0.355
        187.744	  0.988	  0.417	  0.520	  0.555	  0.345
        187.752	  0.995	  0.418	  0.510	  0.551	  0.355
        187.760	  0.997	  0.418	  0.520	  0.561	  0.339
        187.768	  1.000	  0.416	  0.510	  0.565	  0.335
        187.776	  1.000	  0.414	  0.506	  0.555	  0.345
        187.784	  1.000	  0.413	  0.500	  0.565	  0.335
        187.792	  1.000	  0.412	  0.494	  0.561	  0.335
        187.800	  1.000	  0.410	  0.490	  0.571	  0.324
        187.808	  1.000	  0.408	  0.494	  0.575	  0.320
        187.816	  1.000	  0.408	  0.506	  0.565	  0.335
        187.824	  1.000	  0.409	  0.535	  0.545	  0.355
        187.832	  1.000	  0.413	  0.555	  0.545	  0.355
        187.840	  1.000	  0.418	  0.571	  0.545	  0.355
        187.848	  1.000	  0.428	  0.575	  0.539	  0.355
        187.856	  1.000	  0.442	  0.545	  0.545	  0.345
        187.864	  1.000	  0.458	  0.516	  0.561	  0.320
        187.872	  1.000	  0.476	  0.500	  0.565	  0.324
        187.880	  1.000	  0.495	  0.484	  0.555	  0.339
        187.888	  1.000	  0.510	  0.475	  0.555	  0.355
        187.896	  1.000	  0.525	  0.490	  0.565	  0.335
        187.904	  1.000	  0.541	  0.500	  0.565	  0.335
        187.912	  1.000	  0.555	  0.520	  0.571	  0.324
        187.920	  1.000	  0.568	  0.520	  0.575	  0.324
        187.928	  1.000	  0.576	  0.525	  0.584	  0.314
        187.936	  1.000	  0.581	  0.529	  0.584	  0.314
        187.944	  1.000	  0.584	  0.539	  0.584	  0.314
        187.952	  1.000	  0.585	  0.606	  0.596	  0.278
        187.960	  1.000	  0.585	  0.651	  0.600	  0.274
        187.968	  1.000	  0.583	  0.449	  0.249	  0.896
        187.976	  1.000	  0.580	 -0.147	 -0.318	  1.504
        187.984	  1.000	  0.576	 -0.498	 -0.443	  1.504
        187.992	  1.000	  0.571	 -0.096	  0.220	  1.141
        188.000	  1.000	  0.564	  0.384	  0.584	  0.390
        188.008	  1.000	  0.556	  0.529	  0.616	  0.314
        188.016	  1.000	  0.546	  0.545	  0.555	  0.355
        188.024	  1.000	  0.535	  0.561	  0.545	  0.359
        188.032	  1.000	  0.523	  0.571	  0.545	  0.359
        188.040	  1.000	  0.510	  0.575	  0.545	  0.355
        188.048	  1.000	  0.500	  0.584	  0.545	  0.355
        188.056	  1.000	  0.490	  0.580	  0.545	  0.359
        188.064	  1.000	  0.482	  0.571	  0.539	  0.355
        188.072	  1.000	  0.477	  0.545	  0.520	  0.380
        188.080	  1.000	  0.474	  0.545	  0.516	  0.404
        188.088	  1.000	  0.473	  0.545	  0.516	  0.416
        188.096	  1.000	  0.472	  0.545	  0.510	  0.416
        188.104	  1.000	  0.472	  0.529	  0.494	  0.429
        188.112	  1.000	  0.471	  0.520	  0.484	  0.449
        188.120	  1.000	  0.470	  0.510	  0.471	  0.471
        188.128	  1.000	  0.467	  0.510	  0.461	  0.494
        188.136	  1.000	  0.462	  0.506	  0.445	  0.520
        188.144	  1.000	  0.459	  0.506	  0.425	  0.539
        188.152	  1.000	  0.457	  0.490	  0.400	  0.580
        188.160	  1.000	  0.454	  0.480	  0.375	  0.625
        188.168	  1.000	  0.453	  0.465	  0.339	  0.676
        188.176	  1.000	  0.451	  0.465	  0.310	  0.731
